name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Pétales de céréales, nature, sucrées, enrichies en vitamines et minéraux;372.0;8.5;77.7;1.5;264.0;15.0;0.0
Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen);408.0;7.76;72.8;8.2;196.0;8.66;7.48
Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen);386.0;8.45;77.1;3.39;62.0;5.7;1.48
Céréales pour petit déjeuner riches en fibres, aux fruits ou fruits à coque, enrichies en vitamines et minéraux;395.0;8.63;64.5;9.0;37.7;5.5;5.41
Céréales pour petit déjeuner riches en fibres, aux fruits ou fruits à coque, non enrichies en vitamines et minéraux;374.0;8.53;71.1;3.93;0.0;0.0;0.0
Céréales pour petit déjeuner riches en fibres, nature, enrichies en vitamines et minéraux;361.0;11.9;67.7;2.13;30.0;8.97;65.0
Céréales pour petit déjeuner riches en fibres, nature, non enrichies en vitamines et minéraux;368.0;8.48;74.8;1.85;0.0;0.0;0.0
Céréales pour petit déjeuner au chocolat et caramel, extrudées, enrichies en vitamines et minéraux;410.0;8.06;74.7;7.2;525.0;8.3;0.0
Céréales pour petit déjeuner au chocolat et caramel, extrudées, non enrichies en vitamines et minéraux;394.0;9.13;76.2;4.43;0.0;0.0;0.0
Céréales pour petit déjeuner fourrées au lait ou à la vanille, non enrichies en vitamines et minéraux;440.0;7.94;67.5;14.5;124.0;1.0;0.0
Grains de blé soufflés au miel ou caramel, non enrichis en vitamines et minéraux;382.0;8.93;77.6;2.52;0.0;0.0;0.0
Mélange de flocons de céréales, nature, non enrichi en vitamines et minéraux;341.0;10.2;61.7;3.17;0.0;0.0;0.0
Pétales de céréales, nature, sucrées, non enrichies en vitamines et minéraux;377.0;8.0;80.1;1.5;18.2;1.3;0.0
Pétales de céréales, nature, sans sucres ajoutés, non enrichies en vitamines et minéraux;369.0;12.2;70.2;2.78;0.0;0.0;0.0
Pétales de maïs glacés au sucre, non enrichis en vitamines et minéraux;381.0;6.22;85.4;0.96;0.0;7.0;0.0
Muesli croustillant aux fruits, avec ou sans fruits à coque et/ou graines, non enrichi en vitamines et minéraux;442.0;8.69;62.7;15.7;37.9;2.7;4.24
Muesli croustillant au chocolat, non enrichi en vitamines et minéraux;446.0;9.25;64.7;15.1;48.4;4.0;0.0
Muesli floconneux aux fruits, fruits à coque et/ou graines, enrichi en vitamines et minéraux;378.0;9.5;68.9;5.3;53.9;3.0;0.0
Muesli croustillant aux fruits, avec ou sans fruits à coque et/ou graines, enrichi en vitamines et minéraux;464.0;8.38;60.4;19.4;45.4;2.8;4.24
Muesli croustillant au chocolat, enrichi en vitamines et minéraux;469.0;8.0;61.9;19.7;46.6;3.8;0.0
Muesli floconneux aux fruits, fruits à coque et/ou graines, sans sucres ajoutés, non enrichi;374.0;10.3;59.8;8.1;59.6;3.3;2.85
Céréales pour petit déjeuner très riches en fibres, nature, enrichies en vitamines et minéraux;327.0;13.4;43.3;3.8;60.0;8.8;26.0
Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;381.0;4.25;88.6;0.5;0.0;8.5;0.0
Boules de maïs soufflées au miel, non enrichies en vitamines et minéraux;389.0;5.84;87.3;1.41;86.0;2.6;0.0
Blé khorasan complet soufflé;378.0;7.32;80.5;1.96;0.0;0.0;0.0
Riz soufflé chocolaté, enrichi en vitamines et minéraux;382.0;6.75;81.8;2.0;16.4;19.0;0.0
Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;384.0;5.63;86.6;0.9;0.0;7.7;0.0
Muesli floconneux aux fruits, fruits à coque et/ou graines, non enrichi en vitamines et minéraux;371.0;10.6;60.9;7.0;44.6;3.4;2.84
Muesli enrichi en vitamines et minéraux (aliment moyen);436.0;8.78;63.6;14.6;48.6;3.47;2.33
Flocons d'avoine;369.0;11.4;57.7;7.82;52.0;3.8;0.0
Muesli non enrichi en vitamines et minéraux (aliment moyen);409.0;9.63;61.8;11.6;41.3;3.04;3.49
Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, enrichies en vitamines et minéraux;388.0;7.44;75.4;4.6;395.0;8.4;0.0
Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, non enrichies en vitamines et minéraux;382.0;6.73;80.1;2.78;0.0;0.0;0.0
Muesli croustillant aux fruits à coque et/ou graines uniquement, enrichi en vitamines et minéraux;433.0;9.77;63.3;13.8;0.0;6.27;0.0
Muesli croustillant aux fruits à coque et/ou graines uniquement, non enrichi en vitamines et minéraux;450.0;10.0;61.2;16.5;44.5;2.7;0.0
Barre céréalière pour petit déjeuner au lait, au chocolat ou non, enrichie en vitamines et minéraux;382.0;7.06;79.5;3.2;752.0;9.65;0.0
Barre céréalière "équilibre" aux fruits, enrichie en vitamines et minéraux;382.0;6.13;73.3;6.53;511.0;8.05;50.0
Barre céréalière "équilibre" au chocolat, enrichie en vitamines et minéraux;407.0;5.99;70.3;10.9;607.0;6.94;56.7
Barre céréalière diététique hypocalorique;391.0;5.9;71.0;11.2;281.0;6.55;22.4
Barre céréalière au chocolat;451.0;6.55;73.0;14.9;260.0;3.1;0.0
Barre céréalière aux fruits;379.0;5.49;74.1;7.07;84.0;2.18;0.0
Barre céréalière aux amandes ou noisettes;444.0;8.69;60.6;18.2;37.0;1.7;0.0
Barre céréalière au chocolat et aux fruits;419.0;5.7;70.4;11.8;0.0;0.0;41.2
Baba au rhum, rayon frais;174.0;2.8;28.3;2.35;0.0;0.0;0.0
Gâteau (aliment moyen);410.0;5.49;51.8;19.6;33.9;2.02;0.53
Cheesecake, préemballé;337.0;5.44;34.1;19.7;55.0;0.34;0.0
Gâteau Paris-Brest (pâte à choux crème mousseline praliné);327.0;5.42;29.1;20.5;73.0;0.66;0.0
Forêt noire, pâtisserie type génoise au chocolat et crème multi-couches, avec ou sans cerises;317.0;3.66;39.1;14.8;53.0;2.7;0.0
Gâteau mousse de fruits sur génoise, type miroir, bavarois;265.0;2.79;30.8;14.5;42.3;0.8;3.1
Entremets type Opéra;392.0;5.19;37.6;24.0;42.0;3.2;0.0
Fraisier ou framboisier;221.0;2.6;25.0;12.0;57.1;0.0;4.3
Baba au rhum, artisanal;0.0;2.25;36.3;9.9;24.0;0.7;0.82
Canelé;298.0;4.9;61.0;3.2;56.9;0.0;0.0
Kouign amann, préemballé;489.0;3.64;53.2;28.8;0.0;0.0;0.0
Macaron moelleux fourré à la confiture ou à la crème;448.0;11.0;56.5;19.0;81.0;1.5;2.1
Bûche de Noël pâtissière;363.0;4.25;39.8;20.4;32.3;2.7;0.0
Brownie au chocolat et aux fruits à coques, préemballé;466.0;6.58;45.9;27.7;60.3;0.0;0.0
Brownie au chocolat, préemballé;458.0;5.94;50.6;25.4;42.0;5.0;0.0
Rocher coco ou congolais (petit gâteau à la noix de coco), préemballé;459.0;3.98;56.1;23.0;0.0;0.0;0.0
Biscuit de Savoie;260.0;6.05;56.3;0.8;140.0;0.52;0.0
Quatre-quarts (beurre, oeufs, sucre, farine), artisanal;440.0;5.94;46.0;25.6;23.0;0.68;48.0
Quatre-quarts (beurre, oeufs, sucre, farine), préemballé;434.0;5.94;48.2;23.9;19.0;0.74;0.0
Barre pâtissière, préemballée;378.0;5.38;54.7;14.9;15.0;0.52;0.0
Gâteau moelleux au citron, préemballé;411.0;6.81;49.6;20.4;0.0;0.4;0.0
Gâteau breton fourré à la crème de pruneaux, préemballé;453.0;5.17;59.3;21.3;0.0;0.0;0.0
Far breton aux pruneaux;229.0;5.13;32.0;8.0;71.0;0.45;0.0
Kouign Amann, artisanal;449.0;5.81;48.7;25.1;20.0;0.49;0.0
Pain d'épices, préemballé;318.0;3.14;71.8;1.15;4.0;1.1;0.0
Pain d'épices fourré aux fruits ou nonnette, préemballé;338.0;3.85;75.0;2.15;0.0;0.0;0.0
Baklava ou baklawa (pâtisserie orientale aux amandes et sirop);459.0;10.4;49.2;24.5;98.3;1.5;0.4
Corne de gazelle (pâtisserie orientale aux amandes en forme de croissant recouverte de sucre glace);474.0;8.55;60.2;22.1;68.2;1.0;0.0
Chou à la crème, sans précision (chantilly ou pâtissière);325.0;4.5;25.1;22.9;31.0;0.7;0.0
Chou à la crème chantilly, Saint-honoré;337.0;4.63;22.9;25.0;71.6;0.0;0.0
Chou à la crème pâtissière;225.0;4.31;34.9;7.3;71.6;0.0;0.0
Éclair;264.0;5.78;31.6;11.8;68.4;1.16;0.15
Tarte aux fruits et crème pâtissière;205.0;2.94;30.0;7.7;42.0;0.43;5.42
Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados), artisanale;313.0;4.44;38.7;15.0;39.0;0.57;7.05
Tarte au citron;319.0;5.56;43.1;13.6;25.2;1.2;13.4
Tarte ou tartelette aux pommes;227.0;2.52;32.7;8.79;4.5;0.55;5.0
Tarte aux fraises, artisanale;318.0;3.19;31.0;19.8;53.6;0.51;5.1
Crumble aux pommes, préemballé;226.0;1.71;35.4;8.17;8.6;0.3;55.8
Tarte aux abricots;285.0;3.18;41.0;10.7;25.0;6.0;0.0
Tarte aux fruits rouges;231.0;3.5;36.5;6.87;0.0;0.0;0.0
Tarte tatin aux pommes;245.0;1.76;38.1;9.25;9.4;0.33;0.0
Tarte au chocolat, fabrication artisanale;469.0;5.94;40.9;30.7;53.0;4.7;0.0
Tarte ou tartelette aux fruits (aliment moyen);245.0;3.18;34.1;9.99;22.7;0.87;5.79
Flan pâtissier aux oeufs ou à la parisienne;211.0;3.89;33.2;6.85;72.0;0.35;0.0
Charlotte aux fruits;200.0;5.16;28.2;6.64;37.6;0.75;8.15
Gâteau moka ou gâteau au café;386.0;4.1;23.0;30.8;41.7;0.0;0.0
Gâteau au chocolat, préemballé;445.0;5.88;51.0;24.0;38.9;4.5;0.0
Gâteau au chocolat type fondant ou mi-cuit, préemballé;467.0;6.0;43.0;29.7;0.0;0.0;0.0
Gâteau ou cake au yaourt, préemballé;409.0;5.88;52.0;19.1;0.0;0.0;0.0
Gâteau moelleux nature type génoise, préemballé;378.0;6.7;57.6;13.2;31.4;0.0;0.0
Galette des rois feuilletée, fourrée à la pomme;289.0;3.4;29.1;17.2;0.0;0.0;0.0
Galette des rois feuilletée, fourrée frangipane, et Pithiviers;438.0;7.6;33.4;30.0;58.7;1.1;1.3
Crêpe, nature, préemballée, rayon frais;257.0;6.31;41.6;6.8;75.0;0.56;0.0
Crêpe, nature, préemballée, rayon température ambiante;389.0;7.65;59.9;12.8;63.0;0.8;0.0
Galette de sarrasin, nature, souple (à garnir) préemballée;161.0;5.83;30.5;1.74;21.6;1.8;0.0
Gâteau basque à la crème pâtissière;340.0;3.75;51.5;13.0;27.0;0.44;0.0
Gâteau basque aux cerises;395.0;4.3;63.3;13.5;0.0;0.0;0.0
Crêpe fourrée au chocolat et aux billes de céréales croustillantes, préemballée;448.0;6.81;58.3;20.3;0.0;0.0;0.0
Crêpe fourrée au sucre, préemballée;406.0;6.62;58.7;15.8;82.5;0.0;0.0
Crêpe fourrée à la confiture, faite maison;296.0;6.51;54.0;5.74;49.8;0.77;4.62
Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, faite maison;388.0;7.76;54.3;15.1;72.6;2.43;0.25
Pancake (petite crêpe épaisse), sucrée, préemballée;358.0;5.5;45.3;16.6;52.1;0.54;0.0
Pancake (petite crêpe épaisse), fourrée à la pâte à tartiner chocolat noisette, préemballée;331.0;6.83;50.1;11.0;0.0;0.0;0.0
Crêpe fourrée au chocolat, préemballée;439.0;6.83;58.6;19.1;71.0;2.9;0.0
Crêpe fourrée fraise, préemballée;351.0;4.96;64.3;7.91;0.0;0.0;0.0
Gaufre fine fourrée au miel, au caramel ou à la vergeoise, préemballée;455.0;4.56;67.0;18.3;17.0;0.91;0.0
Gaufre bruxelloise ou liégeoise nature, artisanale;301.0;8.0;36.1;13.4;48.0;0.89;0.0
Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;455.0;6.19;52.1;24.1;29.0;1.0;0.0
Gaufre moelleuse (type bruxelloise ou liégeoise), au chocolat, préemballée;460.0;5.59;54.4;23.9;0.0;0.0;0.0
Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;477.0;6.22;67.6;19.7;0.0;0.0;0.0
Beignet ou donut rond moelleux, sans fourrage, saupoudré de sucre;404.0;7.25;39.4;23.7;24.0;0.68;0.0
Beignet ou donut fourré aux fruits (fourrage type confiture), préemballé;391.0;5.1;49.5;19.0;30.8;1.76;0.0
Beignet ou donut fourré ou nappé goût chocolat ou chocolat noisette, préemballé;407.0;5.3;48.0;21.0;80.0;2.0;0.0
Pâtisserie (aliment moyen);279.0;4.15;35.5;12.9;38.9;0.89;8.97
Cake aux fruits (confits et/ou raisins secs), préemballé;360.0;4.19;55.2;12.6;42.0;0.84;0.0
Gâteau marbré au chocolat, préemballé;438.0;5.68;50.5;23.2;30.0;1.7;0.0
Gâteau moelleux nature, préemballé;438.0;5.42;53.1;22.4;0.0;0.0;0.0
Gâteau moelleux aux fruits, préemballé;382.0;3.0;69.0;10.0;0.0;0.0;0.0
Gâteau moelleux aux fruits à coque, type gâteau creusois, préemballé;418.0;6.35;48.8;21.5;0.0;0.0;0.0
Gâteau moelleux fourré au chocolat, type mini-cake, mini-roulé, ourson…, préemballé;414.0;5.44;55.4;18.2;47.8;3.5;0.0
Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, préemballé;374.0;4.63;57.7;12.8;28.8;0.75;0.0
Gâteau moelleux aux pépites de chocolat, type mini-cake, préemballé;442.0;5.38;50.2;23.6;25.4;5.7;0.0
Gâteau moelleux fourré au chocolat et enrobé ou nappé de chocolat, préemballé;440.0;5.0;53.8;21.8;51.2;2.7;0.0
Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé;446.0;5.81;52.9;23.1;0.0;0.0;0.0
Muffin, aux fruits (myrtilles et autres), préemballé;397.0;4.81;49.1;19.9;44.0;1.3;0.9
Muffin, au chocolat, préemballé;444.0;5.58;52.5;23.0;46.5;0.0;0.0
Madeleine, pur beurre, préemballée;453.0;5.88;52.4;24.1;20.0;0.67;0.0
Madeleine au chocolat (nappage, pépites ou fourrage…), préemballée;447.0;5.45;53.7;22.7;36.0;2.1;0.0
Madeleine ordinaire, préemballée;441.0;5.55;55.3;21.6;19.0;0.59;0.0
Tarte aux poires amandine;310.0;4.9;37.7;14.9;37.0;0.57;0.82
Gâteau aux amandes type financier, préemballé;447.0;8.26;44.3;25.7;54.0;0.01;0.0
Mille-feuille;292.0;3.88;43.7;11.3;67.4;0.0;0.0
Gâteau moelleux sans gluten (cake, madeleine…), préemballé;443.0;4.74;50.7;24.2;0.0;0.0;0.0
Gâteau moelleux sans gluten (cake, brownie…), au chocolat, préemballé;434.0;5.38;49.6;24.4;0.0;0.0;0.0
Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);249.0;2.68;32.0;11.9;83.8;1.36;1.09
Barre glacée chocolatée;354.0;4.79;37.0;20.5;145.0;1.1;0.0
Glace ou crème glacée, bâtonnet enrobage chocolat;329.0;3.23;33.3;20.0;93.8;3.22;0.4
Glace ou crème glacée, cône (taille standard);290.0;3.44;36.8;13.5;109.0;0.95;1.0
Glace ou crème glacée, en bac;191.0;2.5;26.1;8.4;74.0;0.14;0.0
Glace au yaourt;126.0;3.38;22.7;2.2;0.0;0.0;0.0
Glace ou crème glacée, gourmande, en bac;231.0;3.26;29.4;11.0;84.5;0.0;0.0
Glace ou crème glacée, gourmande, en pot;256.0;3.86;29.2;13.6;110.0;1.3;0.0
Glace ou crème glacée, mini cône;351.0;3.81;40.2;19.0;0.0;0.0;0.0
Glace ou crème glacée, pot individuel;233.0;3.57;23.3;13.8;0.0;0.0;0.0
Glace ou crème glacée, bac ou pot (aliment moyen);171.0;2.78;25.0;6.45;74.0;0.14;0.0
Glace ou crème glacée, petit pot enfant;170.0;2.27;24.9;6.64;119.0;0.0;0.0
Glace ou crème glacée, bâtonnet enrobage fruits;160.0;1.49;26.8;5.14;0.0;0.0;0.0
Sorbet, bâtonnet;103.0;0.23;24.8;0.28;3.6;0.03;5.48
Sorbet, en bac;122.0;0.4;28.7;0.56;19.7;0.18;2.3
Sorbet, pot individuel;126.0;0.49;28.4;1.03;0.0;0.0;0.0
Glace à l'eau;83.8;0.17;20.5;0.17;5.8;0.01;2.35
Sorbet, cône;216.0;1.79;38.2;5.78;0.0;0.0;0.0
Profiterole avec glace vanille et sauce chocolat;286.0;5.38;31.4;14.9;82.7;1.0;0.0
Pêche melba;119.0;2.02;18.8;3.62;62.3;0.57;15.7
Dessert glacé type mystère ou vacherin;226.0;2.8;32.9;9.0;38.0;0.25;3.6
Dessert glacé type sundae;211.0;2.37;30.8;8.7;0.0;0.0;0.0
Dessert glacé feuilleté, à partager;242.0;2.31;27.3;13.6;0.0;0.0;0.0
Omelette norvégienne;212.0;3.6;34.8;6.5;61.0;0.28;0.0
Poire belle Hélène;196.0;2.68;23.5;9.57;49.3;2.43;1.82
Nougat glacé;249.0;4.38;26.4;13.4;95.0;0.54;0.0
Citron givré ou orange givrée (sorbet);133.0;0.14;29.1;1.77;0.0;0.0;0.0
Coupe glacée type café ou chocolat liégeois;210.0;2.66;28.7;9.24;0.0;0.0;0.0
Bûche glacée;219.0;2.74;29.8;9.61;0.0;0.0;0.0
Coupe glacée parfum pêche Melba ou poire Belle-Hélène;160.0;1.43;28.9;4.07;0.0;0.0;0.0
Beurre à 80% MG minimum, doux;753.0;0.63;0.71;83.0;19.8;0.0;0.0
Huile de beurre ou beurre concentré;900.0;0.27;0.0;99.9;4.0;0.004;0.0
Beurre à 80% MG, demi-sel;725.0;0.75;0.5;80.0;17.8;0.13;0.0
Beurre à 80% MG, salé;732.0;0.5;0.68;80.8;24.0;0.23;0.0
Beurre à 80% MG minimum, doux, tendre;755.0;0.7;0.5;83.4;0.0;0.0;0.0
Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;550.0;0.56;0.7;60.6;18.0;0.0;0.0
Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;555.0;0.9;0.5;61.0;48.0;1.09;0.0
Beurre ou assimilé allégé (léger ou à teneur réduite en matière grasse), doux (aliment moyen);367.0;0.34;3.7;39.1;20.6;0.22;0.0
Beurre sans précision sur la teneur en matière grasse (allégé ou non), demi-sel (aliment moyen);712.0;0.75;0.53;78.6;19.6;0.19;0.0
Beurre ou assimilé sans précision sur la teneur en matière grasse, doux (aliment moyen);731.0;0.61;0.88;80.5;19.8;0.25;0.0
Beurre à 39-41% MG, léger, doux;390.0;0.25;3.6;41.7;0.0;0.1;0.0
Beurre à 39-41% MG, léger, demi-sel;376.0;0.0;4.0;40.0;23.0;0.1;0.0
Matière grasse laitière à 15-25% MG, légère, "à tartiner", doux, enrichie en vitamine(s);197.0;0.25;6.2;19.1;22.7;0.0;0.0
Huile ou beurre de cacao;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile ou graisse de coco, sans précision;897.0;0.0;0.41;99.5;1.0;0.045;0.0
Huile ou graisse de coco, vierge;899.0;0.16;0.0;99.9;0.0;0.0;0.0
Huile ou graisse de coco (coprah), raffinée;900.0;0.0;0.0;100.0;1.0;0.06;0.0
Matière grasse ou graisse végétale solide (type margarine) pour friture ou graisse à frire;898.0;0.25;0.0;99.8;0.0;0.0;0.0
Huile ou beurre de karité;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile pour friture, sans précision;900.0;0.0;0.0;100.0;0.4;0.0;0.0
Huile de palme, raffinée;900.0;0.0;0.0;100.0;0.0;0.01;0.0
Huile ou graisse de palmiste, sans précision;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile végétale (aliment moyen);899.0;0.18;0.032;99.9;0.31;0.024;0.0
Huile de noyaux d'abricot;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile d'amande;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile d'arachide;899.0;0.25;0.0;99.9;1.3;0.0;0.0
Huile d'avocat;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de germe de blé;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de colza;900.0;0.0;0.0;100.0;0.0;0.023;0.0
Huile de coton;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de lin;900.0;0.0;0.018;100.0;1.0;0.0;0.0
Huile de maïs;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de noisette;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de noix;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile d'olive vierge extra;899.0;0.25;0.0;99.9;0.0;0.0;0.0
Huile de pavot;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de pépins de raisin;900.0;0.0;0.0;100.0;0.3;0.0;0.0
Huile de son de riz;900.0;0.0;0.0;100.0;0.0;0.07;0.0
Huile de sésame;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de soja;900.0;0.0;0.0;100.0;0.0;0.041;0.0
Huile de tournesol;900.0;0.25;0.0;100.0;0.0;0.0;0.0
Huile combinée (mélange d'huiles);897.0;0.0;0.49;99.5;0.0;0.013;0.0
Huile combinée, mélange d'huile d'olive et de graines;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de cameline;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Huile de chanvre;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile d'argan ou d'argane;889.0;0.0;0.0;98.7;0.0;0.0;0.0
Matière grasse tartinable à teneur en MG <= 41%, doux, aux stérols végétaux;0.0;0.25;1.3;35.0;0.0;0.0;0.0
Matière grasse tartinable à teneur en MG > 62%, doux, riche en oméga 3;616.0;5e-05;5e-05;67.7;0.0;0.0;0.0
Matière grasse tartinable à teneur en MG > 62%, doux, standard;650.0;0.022;0.089;72.1;6.9;0.0;2.4
Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, standard;540.0;0.25;0.14;60.0;3.3;0.0;0.0
Matière grasse tartinable à teneur en MG <= 41%, doux, standard;366.0;1.44;2.94;38.6;51.0;0.04;0.0
Matière grasse tartinable à teneur en MG > 62%, demi-sel, standard;630.0;0.25;0.0;70.0;6.9;0.0;2.4
Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, standard;516.0;5e-05;0.34;57.3;13.9;0.0;0.0
Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, aux stérols végétaux;547.0;0.25;0.0;60.8;6.9;0.0;0.0
Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, riche en oméga 3;508.0;0.081;0.12;56.4;4.3;0.0;0.0
Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, riche en oméga 3;506.0;0.0001;0.0001;56.3;0.0;0.0;0.0
Matière grasse tartinable à teneur en MG <= 41%, demi-sel, aux stérols végétaux;321.0;0.25;1.4;35.0;0.0;0.0;0.0
Matière grasse tartinable à teneur en MG <= 41%, doux, riche en oméga 3;308.0;5e-05;0.4;34.0;7.9;0.0;0.0
Matière grasse tartinable à teneur en MG <= 41%, demi-sel, standard;356.0;0.75;2.8;38.0;54.3;0.0;2.2
Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, standard (aliment moyen);557.0;0.31;0.43;61.7;9.82;0.19;0.97
Matière grasse tartinable, sans précision sur la teneur en matière grasse, demi-sel, standard (aliment moyen);502.0;0.12;0.66;55.5;18.8;0.0;0.85
Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, riche en oméga 3 (aliment moyen);501.0;0.078;0.13;55.6;4.42;0.0;0.0
Huile de foie de morue;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de sardine;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de saumon;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Huile de hareng;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Saindoux;900.0;0.0;0.0;100.0;0.0;0.0;0.0
Lard gras, cru;810.0;2.92;0.0;88.7;2.0;0.18;0.0
Graisse de poulet;898.0;0.0;0.0;99.8;0.0;0.0;0.0
Graisse de canard;898.0;0.0;0.0;99.8;0.0;0.0;0.0
Graisse d'oie;898.0;0.0;0.0;99.8;0.0;0.0;0.0
Graisse de dinde;898.0;0.0;0.0;99.8;0.0;0.0;0.0
Sauce (aliment moyen);246.0;1.51;6.74;23.3;24.7;0.45;6.71
Ketchup, préemballé;108.0;1.23;23.7;0.16;21.4;0.77;10.2
Sauce tartare, préemballée;500.0;0.92;5.11;52.7;15.0;0.32;0.0
Mayonnaise (70% MG min.), préemballée;692.0;1.33;3.41;74.5;17.6;0.34;0.0
Ketchup allégé en sucres, préemballé;68.6;1.33;13.8;0.088;0.0;0.0;0.0
Mayonnaise à teneur réduite en matière grasse ou mayonnaise allégée, préemballée;297.0;1.09;8.82;28.5;47.4;0.4;3.75
Sauce barbecue, préemballée;136.0;0.56;30.3;0.6;46.0;0.93;0.0
Sauce soja, préemballée;39.9;7.25;1.72;0.0;28.9;2.1;2.64
Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée;471.0;0.7;3.03;50.5;7.63;0.0;0.0
Sauce vinaigrette allégée en matière grasse (25 à 50% d'huile), préemballée;251.0;0.25;2.39;26.4;21.0;0.18;0.0
Sauce vinaigrette (50 à 75% d'huile), préemballée;475.0;0.55;2.91;51.0;20.0;0.64;0.0
Harissa (sauce au piment), préemballée;76.4;2.72;7.3;2.9;78.1;3.1;31.9
Sauce bourguignonne, préemballée;439.0;1.34;7.85;44.6;15.0;0.7;0.0
Sauce moutarde, préemballée;233.0;1.66;4.7;22.8;34.3;0.5;0.0
Sauce au yaourt, faite maison;98.5;3.64;5.04;6.91;141.0;0.78;8.02
Sauce américaine, préemballée;409.0;1.34;9.99;39.8;0.0;0.0;0.0
Sauce aïoli, préemballée;480.0;1.13;5.44;50.2;0.0;0.0;0.0
Sauce crudités ou sauce salade, préemballée;303.0;0.61;6.17;30.5;28.0;0.19;0.0
Sauce nuoc mâm ou sauce au poisson, préemballée;81.2;9.3;10.9;0.0;0.0;0.0;0.0
Sauce burger, préemballée;427.0;1.28;13.2;40.4;19.0;0.0;0.0
Sauce crudités ou sauce salade, allégée en matière grasse, préemballée;160.0;0.8;6.7;14.3;9.5;0.0;1.22
Sauce kebab, préemballée;433.0;1.22;6.93;44.1;0.0;0.0;0.0
Sauce rouille, préemballée;551.0;0.6;2.7;59.8;0.0;0.0;0.0
Sauce au poivre, froide, préemballée;472.0;0.69;5.8;49.3;0.0;0.0;0.0
Sauce froide (aliment moyen);318.0;0.83;6.23;31.9;21.4;0.4;6.67
Sauce soja sucrée, préemballée;171.0;2.88;39.5;0.0;18.0;0.62;0.0
Sauce pour nems à base de nuoc-mam dilué, préemballée;132.0;1.38;31.2;0.0;6.5;0.1;0.0
Sauce végétale type bolognaise, aux protéines de soja, préemballée;68.0;3.56;5.05;3.0;27.0;0.91;1.1
