name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Cervelas;278.0;11.9;1.56;24.8;32.6;0.5;18.1
Cervelas obernois;305.0;13.0;1.0;27.5;0.0;0.5;0.0
Cervelas à l'ail, pur porc;297.0;12.5;0.2;27.4;0.0;0.0;0.0
Mortadelle;310.0;15.2;0.69;27.4;36.5;0.8;0.0
Mortadelle, pur porc;310.0;14.8;4.46;25.8;19.0;1.1;0.0
Mortadelle, porc et boeuf;304.0;16.4;2.53;25.4;18.0;1.4;0.0
Mortadelle pistachée pur porc;317.0;14.4;0.42;28.2;0.0;0.0;0.0
Saucisson de cheval type cervelas;244.0;14.2;1.4;20.0;15.0;1.9;0.0
Fines tranches végétales, préemballées;242.0;29.7;4.13;11.1;32.0;1.4;0.0
Spécialité végétale type pâté, préemballée;197.0;3.56;9.45;15.4;30.0;1.3;0.0
Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée;228.0;14.6;5.69;16.3;140.0;2.0;0.0
Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée;133.0;12.1;4.97;7.2;120.0;1.4;0.0
Saucisse végétale au blé ou seitan, préemballé;250.0;29.1;7.53;10.5;37.0;1.7;0.0
Haché à base de boeuf et soja, préemballé;214.0;15.0;2.48;14.6;26.3;1.8;3.57
Saucisse de volaille type knack (contenant du soja), préemballée;208.0;12.1;2.72;15.8;61.1;1.3;18.8
Mahi-mahi, chair, cuit;109.0;23.7;1.47;0.9;19.0;1.45;0.0
Saumon, cuit, sans précision (aliment moyen);205.0;23.2;0.61;12.2;10.2;0.36;2.45
Cabillaud, cuit, sans précision (aliment moyen);100.0;23.3;0.0;0.76;14.4;0.2;0.53
Carrelet ou plie ou plie commune, cuit à la vapeur;93.0;19.0;0.0;1.89;0.0;0.0;0.0
Églefin, cuit à la vapeur;89.0;20.9;0.0;0.6;26.0;0.1;0.0
Hareng, frit;201.0;23.0;0.0;12.1;0.0;0.0;0.0
Hareng, grillé/poêlé;193.0;21.6;1.0;11.4;76.5;1.51;0.7
Lieu noir, cuit;99.7;23.1;0.0;0.81;37.5;0.4;0.0
Limande-sole, cuite à la vapeur;97.7;17.4;1.9;2.27;21.0;0.6;0.0
Maquereau, rôti/cuit au four;228.0;21.5;0.0;15.8;12.8;1.57;0.4
Maquereau, frit;186.0;23.6;0.0;10.2;0.0;0.0;0.0
Merlan, frit;127.0;23.1;0.55;3.61;26.5;0.5;0.0
Merlan, cuit à la vapeur;98.3;23.0;0.0;0.7;21.0;0.1;0.0
Cabillaud, rôti/cuit au four;94.6;22.3;0.0;0.6;18.4;0.3;1.0
Morue, salée, bouillie/cuite à l'eau;113.0;26.0;0.0;1.01;64.9;0.35;0.0
Cabillaud, cuit à la vapeur;106.0;24.5;0.0;0.95;10.0;0.1;0.0
Mulet, rôti/cuit au four;143.0;24.8;0.0;4.86;31.0;1.41;1.2
Raie, rôtie/cuite au four;96.3;23.0;0.0;0.5;50.0;0.6;0.0
Roussette ou petite roussette ou saumonette, cuite;104.0;25.4;0.0;0.29;0.0;0.0;0.0
Saumon, cuit à la vapeur;199.0;23.0;0.9;11.5;9.23;0.4;0.0
Thon, rôti/cuit au four;136.0;29.9;0.0;1.83;18.7;1.8;0.0
Sole, cuite à la vapeur;94.6;20.3;0.0;1.48;96.0;0.72;0.0
Sole, rôtie/cuite au four;78.2;15.7;0.0;1.69;47.7;0.57;0.0
Sole, bouillie/cuite à l'eau;69.0;15.0;0.0;1.0;90.0;0.9;0.0
Sole, frite;72.2;15.8;0.0;1.0;0.0;0.86;0.0
Raie, cuite au court-bouillon;97.8;23.2;0.0;0.57;0.0;0.0;0.0
Lotte ou baudroie, grillée/poêlée;98.2;23.0;0.0;0.68;11.0;0.46;0.5
Espadon, rôti/cuit au four;266.0;28.7;0.0;16.9;5.5;0.53;0.0
Turbot, rôti/cuit au four;121.0;21.3;0.83;3.64;42.5;0.53;1.7
Merlu, cuit à l'étouffée;112.0;21.2;0.0;3.0;41.8;0.3;0.0
Églefin, grillé/poêlé;84.9;20.0;0.0;0.55;14.0;0.21;0.0
Sardine,  grillée/poêlée;194.0;25.1;0.0;10.4;130.0;1.7;0.0
Vivaneau, cuit;121.0;26.3;0.0;1.72;40.0;0.82;1.6
Rascasse ou rascasse de profondeur, cuite à la vapeur;126.0;24.6;0.0;3.1;14.0;0.18;0.0
Lieu jaune ou colin, cuit;97.8;24.4;0.0;0.0;18.9;0.2;1.09
Saumon, élevage, cuit au micro-onde;200.0;24.2;0.0;11.4;5.0;0.4;0.0
Saumon, élevage, bouilli/cuit à l'eau;193.0;25.0;0.0;10.3;4.6;0.3;0.0
Dorade grise ou daurade grise ou griset, rôtie/cuite au four;127.0;22.9;1.43;3.3;0.0;0.0;0.0
Saumon, grillé/poêlé;223.0;25.5;0.0;13.5;8.4;0.43;0.0
Saumon, élevage, rôti/cuit au four;214.0;22.1;0.98;13.5;15.0;0.34;3.7
Julienne ou lingue, cuite;98.0;24.5;0.0;0.0;13.0;0.14;0.0
Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;179.0;17.3;1.28;11.6;8.6;0.07;0.0
Sole, grillée/poêlée;94.4;23.6;0.0;0.0;39.0;0.14;0.87
Truite saumonée, sautée/poêlée;146.0;22.0;0.0;6.4;12.8;0.35;2.03
Anguille, cuite (aliment moyen);213.0;22.1;0.0;13.8;0.0;0.0;0.0
Anguille, rôtie/cuite au four;229.0;23.6;0.0;15.0;26.0;0.64;1.8
Anguille, bouillie/cuite à l'eau;197.0;20.5;0.0;12.7;0.0;0.0;0.0
Brochet, rôti/cuit au four;100.0;23.1;0.0;0.88;73.0;0.71;3.8
Carpe, rôtie/cuite au four;151.0;21.6;0.0;7.17;52.0;1.59;1.6
Perche ou perche européenne, rôtie/cuite au four;119.0;22.1;0.0;3.42;73.0;0.71;3.8
Truite, rôtie/cuite au four;183.0;26.6;0.0;8.47;55.0;1.92;0.5
Truite ou truite fario, cuite à la vapeur;99.4;19.0;0.0;2.6;0.0;0.0;0.0
Truite arc en ciel, élevage, rôtie/cuite au four;143.0;21.5;0.0;6.33;60.5;0.35;2.9
Truite arc en ciel, élevage, cuite à la vapeur;117.0;20.0;0.0;4.14;0.0;0.0;0.0
Pangas, poisson-chat, machoiron, cuit;79.0;17.5;0.0;1.0;7.5;0.09;0.0
Bar commun ou loup, rôti/cuit au four;151.0;22.2;1.02;6.51;11.0;0.28;0.0
Dorade royale ou daurade ou vraie daurade, rôtie/cuite au four;148.0;23.6;0.0;5.9;13.0;0.2;0.59
Mahi-mahi, chair, cru;84.9;18.5;1.15;0.7;15.0;1.13;0.0
Bar rayé ou bar d'Amérique, cru;113.0;20.3;0.0;3.58;66.0;1.41;2.05
Lieu ou colin d'Alaska, cru;72.6;16.3;0.51;0.61;12.8;0.4;0.0
Flétan de l'Atlantique ou flétan, cru;96.5;21.2;0.0;1.31;15.0;0.65;0.0
Hareng, cru;176.0;17.7;0.0;11.7;61.6;1.21;0.75
Lotte ou baudroie, crue;67.0;15.1;0.0;0.74;18.2;0.3;0.67
Saumon, élevage, cru;193.0;20.5;0.0;12.4;5.84;0.48;1.8
Turbot, sauvage, cru;91.5;17.2;0.0;2.54;38.7;0.45;0.85
Cabillaud, cru;77.4;18.1;0.0;0.57;4.43;0.49;1.0
Merlu, cru;82.6;17.6;0.0;1.35;25.3;1.0;0.0
Lieu noir, surgelé, cru;82.4;19.8;0.0;0.37;19.4;0.48;0.0
Merlu, filet, surgelé, cru;88.8;15.1;1.7;2.4;12.5;0.16;0.0
Maquereau, cru;198.0;18.1;0.93;13.5;4.92;0.48;0.2
Raie, crue;91.9;21.4;0.5;0.47;11.8;0.23;0.0
Thon, cru;155.0;24.0;2.72;5.38;17.7;1.77;1.37
Carrelet ou plie ou plie commune, cru;88.6;20.0;0.0;0.94;127.0;0.21;1.5
Limande, crue;80.8;18.3;0.0;0.85;47.5;0.29;0.5
Sole, crue;77.3;18.0;0.0;0.6;22.5;0.35;0.0
Rascasse ou rascasse de profondeur, crue;87.6;18.9;0.0;1.33;61.0;0.0;0.0
Thon albacore, cru;112.0;25.0;1.0;0.94;7.77;0.98;2.6
Sardine, crue;160.0;19.5;0.0;9.17;57.5;1.67;2.5
Thon listao ou bonite à ventre rayé, cru;97.1;22.0;0.0;1.01;29.0;1.25;1.0
Thon rouge, cru;157.0;23.3;0.59;6.81;8.0;1.02;0.0
Bar commun ou loup, cru;86.1;19.1;0.9;0.7;10.0;0.26;0.66
Roussette ou petite roussette ou saumonette, crue;97.8;23.3;0.0;0.5;11.7;0.37;0.0
Loup de l'Atlantique, cru;89.9;16.6;0.0;2.61;20.3;0.72;0.0
Thon germon ou thon blanc, cru;121.0;27.2;0.0;1.37;3.5;0.95;0.0
Anchois, cru;129.0;18.6;0.0;6.07;86.5;2.63;0.0
Dorade royale ou daurade ou vraie daurade, sauvage, crue;95.6;18.1;0.6;2.31;33.3;1.6;1.0
Espadon, cru;134.0;18.9;1.0;5.97;12.1;0.65;0.5
Éperlan, cru;85.4;17.5;0.0;1.7;0.0;0.0;0.0
Cardine franche, crue;93.4;19.9;0.0;1.53;0.0;0.0;0.0
Rouget-barbet de roche, cru;158.0;18.4;0.0;9.37;22.8;0.49;0.0
Dorade royale ou daurade ou vraie daurade, élevage, crue;129.0;20.9;0.0;5.1;2.34;0.39;0.0
Mulet, cru;118.0;20.1;1.35;3.62;13.6;0.7;1.2
Truite de mer, crue;114.0;19.6;0.81;3.63;12.7;1.23;0.55
Merlan, cru;79.2;18.8;0.0;0.47;18.0;0.31;0.0
Dorade grise ou daurade grise, ou griset, crue;129.0;20.5;0.0;5.27;100.0;0.39;0.0
Bogue, crue;92.1;17.9;0.53;2.03;52.5;2.3;0.0
Bonite ou bonite à dos rayé, crue;161.0;22.3;0.0;8.01;16.0;2.08;0.0
Maquereau espagnol ou maquereau blanc ou billard, cru;135.0;22.1;0.0;5.15;11.0;0.44;1.6
Denté ou denté commun, cru;102.0;17.0;0.65;3.5;34.0;1.0;0.0
Saint-Pierre, cru;86.7;19.9;0.0;0.8;31.5;3.6;0.0
Grondin, cru;108.0;19.0;3.4;2.0;0.0;0.0;0.0
Corb, cru;87.2;20.0;0.0;0.8;74.0;0.0;0.0
Capelan, cru;90.0;18.7;0.0;1.71;0.0;0.0;0.0
Dorade rose ou daurade rose ou pageot rose, crue;102.0;21.0;0.0;2.0;34.0;4.3;0.0
Rouget-barbet de roche, vapeur;143.0;24.1;0.0;5.2;21.0;0.48;3.17
Saupe, crue;96.5;18.0;0.5;2.5;28.0;4.3;0.0
Chinchard, cru;116.0;19.0;0.0;4.42;92.0;0.0;0.0
Églefin, cru;76.2;17.3;1.02;0.35;9.23;0.28;0.0
Cabillaud ou morue du Pacifique, cru;64.8;15.3;0.0;0.41;8.0;0.16;0.0
Congre ou congre commun, cru;127.0;18.3;3.15;4.6;71.0;1.3;0.0
Grenadier (de roche), cru;68.9;15.4;0.0;0.81;1.64;0.12;0.0
Lieu jaune ou colin, cru;75.5;17.7;0.0;0.51;13.7;0.39;0.0
Julienne ou lingue, crue;80.8;19.2;0.0;0.44;27.6;0.68;0.0
Tacaud, cru;81.3;19.7;0.0;0.33;26.7;0.21;0.0
Lieu noir, cru;82.5;18.8;0.0;0.8;14.7;1.3;0.0
Limande-sole, crue;80.6;17.0;0.0;1.4;17.0;0.5;0.0
Foie de morue, cru;623.0;5.0;1.0;66.6;10.0;4.0;4.0
Vivaneau, cru;94.1;20.5;0.0;1.34;32.0;0.69;1.6
Sabre, cru;125.0;18.0;0.0;5.9;12.0;0.6;0.0
Flétan du Groënland ou flétan noir ou flétan commun, cru;168.0;13.5;0.0;12.7;17.7;0.4;1.0
Carangue, cru;104.0;19.9;0.0;2.7;47.0;0.7;0.0
Coulirou, cru;70.9;17.5;0.0;0.1;50.0;0.4;0.0
Saumon, sauvage, cru;166.0;21.0;0.0;9.17;13.5;0.66;0.0
Requin, cru;115.0;20.8;1.34;2.91;33.0;1.12;0.0
Orphie commune, crue;145.0;20.0;3.06;5.91;73.0;0.73;1.5
Lompe, crue;168.0;10.0;0.0;14.2;20.0;0.5;0.0
Brème, cru;108.0;16.9;1.03;4.0;63.0;0.44;0.0
Omble chevalier, cru;103.0;19.8;0.0;2.7;8.8;0.49;0.0
Loup tacheté, cru;108.0;16.3;0.0;4.8;35.0;1.0;0.0
Sprat, cru;189.0;19.8;0.57;11.9;0.0;0.59;0.0
Turbot, cru;85.5;17.9;0.0;1.55;49.0;0.25;1.7
Corégone lavaret ou lavaret, cru;115.0;20.5;0.0;3.72;43.0;0.44;0.0
Mérou, cru;85.2;18.6;0.72;0.86;19.0;0.6;0.0
Lingue bleue, crue;79.6;18.9;0.0;0.44;3.96;0.26;0.0
Sole tropicale ou sole-langue, crue;70.3;15.7;0.53;0.58;15.6;0.22;0.0
Turbot, élevage, cru;109.0;18.3;0.0;3.94;10.2;0.16;0.0
Bar commun ou loup (Méditerranée), sauvage, cru;97.9;20.1;0.0;1.94;1.56;0.4;0.0
Bar commun ou loup (Méditerranée), élevage, cru;124.0;21.4;0.0;4.25;5.6;0.39;0.0
Baudroie rousse ou Lotte, crue;70.2;16.7;0.0;0.37;1.02;0.26;0.0
Sébaste du nord ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue;89.5;18.8;0.0;1.6;12.5;0.26;0.0
Hoki, tout lieu de pêche, cru;92.3;17.8;0.0;2.36;6.46;0.23;0.0
Hoki de Nouvelle-Zélande, cru;75.5;15.6;0.0;1.46;8.0;0.84;0.3
Grondin perlon, cru;97.4;20.3;0.0;1.79;0.0;0.0;0.0
Saumon argenté du Pacifique (coho), cru;147.0;21.4;0.0;6.8;24.0;0.45;1.05
Merlu blanc du Cap, surgelé, cru;78.0;16.1;0.0;1.52;32.0;0.4;0.0
Chinchard maigre, cru;96.7;18.7;0.0;2.42;20.1;0.96;0.0
Chinchard gras, cru;147.0;19.6;0.0;7.66;5.72;0.85;0.0
Hareng maigre, cru;111.0;18.3;0.0;4.22;23.8;0.87;0.0
Hareng gras, cru;175.0;18.7;0.77;10.8;47.7;0.88;0.5
Joëls (petits poissons entiers) pour friture, crus;88.9;17.5;0.0;2.1;60.0;0.9;0.0
Empereur, filet, sans peau, cru;73.5;15.0;0.0;1.5;0.0;0.0;0.0
Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande,Vietnam, Sénégal…);96.7;16.3;0.0;3.5;14.0;0.3;0.0
Carpe,  élevage, crue;114.0;17.7;0.0;4.76;29.2;1.58;1.3
Truite ou truite fario, élevage, crue;133.0;19.3;0.0;6.22;17.1;0.5;0.0
Truite arc en ciel, élevage, crue;132.0;19.0;0.0;6.24;41.7;0.46;0.0
Perche ou perche européenne, crue;84.6;17.9;0.6;1.19;70.8;0.58;2.9
Brochet, cru;87.7;18.8;1.0;0.94;33.0;0.9;3.6
Esturgeon d’Europe occidentale, cru;127.0;17.7;0.87;5.84;15.6;0.62;0.0
Anguille, crue;240.0;16.1;2.06;18.6;23.6;0.71;1.6
Pangas, poisson-chat, machoiron, cru;65.2;13.5;0.0;1.27;36.7;0.21;0.0
Tilapia, cru;91.6;18.1;0.0;2.13;8.16;0.27;0.0
Truite saumonée, crue;143.0;19.2;0.0;7.4;46.7;0.52;0.0
Lotte de rivière, crue;77.0;17.8;0.0;0.66;44.0;0.65;0.0
Sandre, cru;87.2;18.3;1.06;1.08;54.0;0.3;1.0
Perche du Nil, crue;82.4;19.1;0.0;0.68;4.96;0.26;0.0
Bigorneau, cuit;109.0;16.3;3.01;3.5;0.0;0.0;0.0
Coquille Saint-Jacques, noix et corail, cuite;110.0;20.2;3.22;1.77;17.1;1.4;0.0
Crevette grise, cuite;89.4;19.4;0.47;1.1;1000.0;0.79;0.0
Crevette, cuite;91.3;20.5;0.2;0.79;177.0;2.24;0.0
Homard, bouilli/cuit à l'eau;90.9;19.6;0.11;1.32;68.8;0.63;0.0
Moule, bouillie/cuite à l'eau;108.0;17.2;5.12;2.09;59.4;3.99;5.87
Bulot ou buccin, cuit;97.7;20.7;2.69;0.47;64.5;0.64;3.4
Langouste, bouillie/cuite à l'eau;106.0;21.8;1.3;1.52;65.5;1.36;2.1
Crabe ou tourteau, bouilli/cuit à l'eau;124.0;19.5;1.79;4.29;53.0;1.62;3.6
Clam, praire ou palourde, bouilli/cuit à l'eau;99.2;16.2;5.33;1.48;72.5;9.67;22.1
Écrevisse, cuite;73.5;16.3;0.56;0.7;73.0;0.65;0.5
Crevette bouquet, sauvage, cuite;103.0;22.8;0.0;1.27;35.4;0.2;0.0
Coque, cuite;86.9;13.6;5.64;1.1;208.0;14.0;0.0
Calmar ou calamar ou encornet, bouilli/cuit à l'eau;149.0;32.5;1.64;1.4;180.0;5.77;8.5
Fruits de mer (aliment moyen);103.0;19.5;2.47;1.66;128.0;3.74;5.0
Langoustine, bouillie/cuite à l'eau;92.6;20.9;0.0;0.98;84.0;1.28;0.0
Araignée de mer, bouillie/cuite à l'eau;108.0;18.3;0.16;3.8;230.0;2.0;0.0
Crevette blanche ou crevette tropicale (rose), élevage, cuite;97.5;22.1;0.14;0.93;109.0;1.64;0.0
Crevette tropicale (tigrée), élevage, cuite;101.0;22.6;0.75;0.83;44.4;0.34;0.0
Crevette tropicale (rose), cuite (Penaeus brasiliensis);117.0;26.6;0.0;1.18;81.1;0.84;0.0
Poulpe, cuit;156.0;29.8;4.4;2.08;106.0;9.54;8.0
Fruits de mer, mélange ou cocktail, surgelés, cuits;79.5;13.5;2.83;1.57;70.0;8.48;0.0
Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse;173.0;17.9;8.45;7.48;39.0;1.01;4.2
Crevettes, décortiquées, cuites, réfrigérées, préemballées;92.5;18.3;2.6;1.02;0.0;0.0;0.0
Ecrevisses, décortiquées, cuites, réfrigérées, préemballées;82.7;18.6;0.1;0.9;0.0;0.0;0.0
Crevettes grises, décortiquées, cuites, réfrigérées, préemballées;91.7;20.7;0.083;1.0;0.0;0.0;0.0
Escargot, cuit;84.7;16.6;1.39;1.4;0.0;0.0;0.0
Crevette sauvage, cuite;97.3;22.0;0.04;1.01;0.0;0.0;0.0
Crevette, élevage, cuite (aliment moyen);100.0;22.5;0.64;0.85;56.0;0.58;0.0
Grenouille, cuisse, grillée/poêlée;95.7;21.9;0.015;0.9;39.0;0.52;0.0
Calmar ou calamar ou encornet, cru;77.0;14.4;2.17;1.19;17.5;0.2;4.7
Coquille Saint-Jacques, noix et corail, crue;83.0;17.0;0.78;1.31;220.0;1.16;0.0
Escargot, cru;77.9;16.1;1.29;0.92;90.0;2.6;15.0
Homard, cru;85.5;17.9;0.94;1.15;68.8;0.45;2.5
Huître, sans précision, crue;67.2;8.64;3.86;1.91;92.7;2.18;5.13
Moule commune, crue;71.8;11.2;2.69;1.82;51.5;6.78;6.4
Langouste, crue;86.9;17.7;1.07;1.34;60.6;1.12;2.0
Seiche, crue;76.3;16.2;0.51;1.05;37.1;2.74;5.3
Clam, praire ou palourde, cru;80.5;11.5;2.66;2.65;46.0;7.81;13.0
Poulpe, cru;60.1;12.9;0.97;0.5;50.1;2.32;5.0
Bulot ou buccin, cru;131.0;23.8;7.61;0.57;57.0;5.02;4.0
Crevette, crue;99.0;19.7;3.21;0.84;84.8;3.21;0.0
Langoustine, crue;89.8;19.1;1.53;0.79;41.5;2.92;3.0
Moule de Méditerranée, crue;68.7;10.7;2.77;1.67;88.0;10.9;0.0
Écrevisse, crue;68.3;14.8;0.81;0.64;53.5;1.71;1.7
Huître creuse, crue;67.2;8.64;3.86;1.91;81.0;2.07;6.5
Huître plate, crue;53.5;10.2;1.16;0.9;186.0;6.0;0.0
Crevette, surgelée, crue;105.0;23.4;0.74;0.9;0.0;0.0;0.0
Crabe, cru;104.0;19.5;0.027;2.86;84.0;1.67;2.5
Ormeau, cru;99.6;14.4;8.69;0.83;31.0;5.9;2.0
Coquille Saint-Jacques, noix, crue;83.6;17.9;1.15;0.84;11.9;0.58;0.0
Pecten d'Amérique ou peigne du Canada, noix, crue;81.3;17.3;1.78;0.54;22.0;0.0;0.0
Pétoncle ou peigne du Pérou, noix, crue;88.7;17.5;3.1;0.7;0.0;0.0;0.0
Bigorneau, cru;0.0;0.0;0.0;1.84;0.0;0.0;0.0
Grenouille, cuisse, crue;70.0;16.2;0.66;0.28;18.5;2.58;5.0
Rillettes de crabe, préemballées;210.0;9.16;4.61;16.6;0.0;0.0;0.0
Rillettes de poisson, préemballées;242.0;13.9;0.0;20.7;26.0;0.55;0.0
Rillettes de saumon, préemballées;242.0;12.9;2.77;19.6;14.0;0.4;0.0
Rillettes de thon, préemballées;235.0;13.6;1.88;18.8;18.4;0.7;0.0
Rillettes de maquereau, préemballées;246.0;11.0;1.0;22.0;0.0;0.0;0.0
Tarama, au saumon fumé, préemballé;501.0;7.7;4.74;50.0;0.0;0.0;0.0
Terrine de poisson, préemballée;205.0;9.01;4.21;16.7;36.0;0.0;0.0
Terrine de fruits de mer (par ex. de Saint-Jacques), avec ou sans poisson, préemballée;190.0;9.13;7.89;13.3;30.5;0.4;0.0
Tarama, aux oeufs de cabillaud, préemballé;518.0;6.11;4.01;53.0;8.5;0.4;0.0
Calmar ou calamar ou encornet, à la romaine (beignet), préemballé;229.0;8.69;26.7;9.5;32.1;0.0;0.0
Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;97.8;18.1;4.16;0.96;120.0;3.15;0.0
Langoustine, panée, frite;282.0;10.9;29.0;13.6;0.0;1.7;0.0
Beignet de crevette;260.0;6.5;35.5;10.0;77.0;1.0;0.0
Moules, au naturel, appertisées, égouttées;97.6;16.1;2.6;2.1;57.0;8.44;0.0
Escargot en sauce au beurre persillé, préemballé, cuit;275.0;12.9;1.75;23.7;0.0;2.5;0.0
Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée;75.4;9.6;4.9;1.65;0.0;0.0;0.0
Accra de poisson, préemballé;275.0;12.4;15.1;17.6;55.3;1.1;0.5
Carpaccio de saumon avec marinade, fait maison;238.0;16.9;0.22;18.8;14.9;0.64;4.21
Saumon fumé, aux cinq baies;199.0;22.6;1.44;11.4;0.0;0.0;0.0
Saumon fumé, à l'aneth et au citron;201.0;21.2;0.37;12.8;0.0;0.0;0.0
Maquereau, filet grillé, appertisé, en sauce, égoutté;259.0;18.8;0.96;19.7;34.6;1.1;0.0
Hareng fumé, doux;163.0;18.1;0.44;9.9;62.0;0.7;0.0
Anchois, filets, roulés aux câpres, salés, à l'huile, semi-conserve, égouttés;195.0;22.9;1.56;10.6;0.0;0.0;0.0
Anchois, filets, marinés à l'huile, semi-conserve, égouttés;167.0;20.6;0.47;9.08;0.0;0.0;0.0
Carrelet ou plie ou plie commune, pané, frit;271.0;14.3;15.2;16.8;50.0;0.52;0.0
Oeufs de lompe ou oeufs de lump, semi-conserve;77.8;10.4;1.01;3.48;11.6;0.4;0.0
Caviar, semi-conserve;254.0;25.0;0.0;17.1;0.0;0.0;0.0
Hareng mariné ou rollmops, préemballé;189.0;13.7;1.95;13.8;77.0;1.22;0.0
Hareng fumé, au naturel;167.0;16.5;0.5;11.0;62.4;1.0;0.0
Limande-sole, panée, frite;206.0;16.7;11.9;10.2;0.0;0.0;0.0
Pilchard, sauce tomate, appertisé, égoutté;157.0;13.0;1.5;11.0;250.0;2.5;0.0
Nuggets ou croquette panée de poisson, préemballé;255.0;13.2;18.4;13.7;31.1;0.7;0.0
Poisson pané, surgelé, cru;163.0;11.0;15.6;6.14;68.7;0.96;0.0
Poisson pané, frit;194.0;11.9;13.5;10.0;15.1;0.44;0.0
Sardine, à l'huile, appertisée, égouttée;217.0;23.3;0.31;13.7;333.0;1.97;0.0
Sardine, sauce tomate, appertisée, égouttée;194.0;20.2;1.83;11.6;378.0;2.6;0.0
Saumon fumé;184.0;22.2;0.13;10.5;5.97;0.16;0.0
Thon, au naturel, appertisé, égoutté;143.0;26.8;0.0;3.94;6.26;0.76;0.0
Sardine, à l'huile d'olive, appertisée, égouttée;224.0;23.3;0.11;14.5;432.0;2.5;0.0
Surimi, bâtonnets, tranche ou râpé saveur crabe;117.0;7.54;11.8;4.33;19.0;0.4;0.0
Oeufs de cabillaud, fumés, semi-conserve;154.0;29.0;0.1;4.2;10.6;1.13;0.0
Thon germon ou thon blanc, cuit à la vapeur sous pression;165.0;30.0;0.0;5.06;1.33;1.01;0.0
Maquereau, filet sauce tomate, appertisé, égoutté;240.0;17.7;5.5;16.3;61.3;1.03;0.0
Maquereau, fumé;289.0;19.8;0.92;22.9;19.0;1.1;0.0
Haddock (fumé) ou églefin fumé;97.0;22.6;0.0;0.73;49.0;1.4;0.0
Maquereau, filet sauce moutarde, appertisé, égoutté;218.0;20.8;1.5;14.2;22.9;1.3;0.0
Maquereau, filet au vin blanc, appertisé, égoutté;202.0;17.8;1.0;14.1;184.0;0.84;0.0
Morue, salée, sèche;210.0;47.6;1.1;1.67;124.0;2.09;0.0
Saumon, appertisé, égoutté;144.0;21.0;4.9;4.5;181.0;0.53;0.0
Maquereau, filet (grillé ou non), au naturel, appertisé, égoutté;221.0;18.8;0.018;16.2;38.0;1.1;0.0
Merlan, pané;190.0;12.6;13.0;9.57;48.0;0.7;0.0
Foie de morue, appertisé, égoutté;433.0;7.25;1.0;44.4;10.0;2.1;4.0
Oeufs de truite, semi-conserve;209.0;26.3;4.0;9.5;58.0;1.1;0.0
Lieu ou colin d'Alaska, fumé;81.3;18.3;0.0;0.9;0.0;0.0;0.0
Anchois, filets, salés, à l'huile, semi-conserve, égouttés;199.0;24.9;0.0;11.0;0.0;6.9;0.0
Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;192.0;31.3;1.01;6.95;1.0;0.5;0.0
Thon à l'huile de tournesol, entier, appertisé, égoutté;206.0;23.3;0.76;12.2;12.0;0.77;0.0
Thon albacore, au naturel, appertisé, égoutté;127.0;24.8;3.67;1.46;1.5;1.3;0.0
Maquereau, mariné;185.0;16.3;0.0;13.3;14.6;0.6;0.0
Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;202.0;23.2;1.16;11.6;108.0;2.3;0.0
Hareng fumé, à l'huile;168.0;15.1;2.0;11.0;59.2;0.9;0.0
Surimi, fourré au fromage frais;148.0;6.6;9.24;9.3;19.0;0.08;0.0
Thon à la tomate, miettes, appertisées, égouttées;140.0;13.0;4.33;7.67;0.0;0.0;0.0
Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé;149.0;12.0;6.0;8.6;0.0;0.0;0.0
Thon à l'huile de tournesol, miettes, appertisées, égouttées;227.0;23.4;0.0;14.8;11.0;1.0;0.0
Oeufs de saumon du Pacifique, semi-conserve;240.0;30.8;5.16;10.5;5.6;0.08;0.0
Anchois, filets, marinés à l'orientale (huile, piments…), semi-conserve, égouttés;165.0;19.6;0.48;9.19;120.0;2.8;0.0
Anchois, filets, salés, à l'huile de tournesol, semi-conserve, égouttés;211.0;24.5;0.54;12.3;0.0;0.0;0.0
Anchois, filets, salés, à l'huile d'olive, semi-conserve, égouttés;197.0;25.0;1.36;9.9;0.0;0.0;0.0
Saumon, sauvage, fumé;121.0;23.6;0.048;2.91;0.0;0.0;0.0
Saumon, élevage, fumé;188.0;22.1;0.14;11.0;0.0;0.0;0.0
Sardine, à l'huile de tournesol, appertisée, égouttée;219.0;23.5;0.27;13.8;0.0;0.0;0.0
Sardine, à l'huile d'arachide, appertisée, égouttée;223.0;21.2;1.07;14.9;0.0;0.0;0.0
Anchois, filets, marinés, semi-conserve, égouttés (aliment moyen);186.0;20.3;0.48;11.3;141.0;2.46;0.0
Truite, élevage, fumée;171.0;22.3;3.17;7.69;2.7;0.4;0.0
